ARI,-0.4977947624731581,-1.0677031092041969,-0.43838292428528847,-0.6856681633994008,-0.8533790798911483,-1.3592902475887432,-0.45154237738292674,-0.49323333467336566,-10,-1.2284681833539322,-0.48305269010098756,-1.1250959256940076,-0.8608185179413484,-0.6260625231899003,-1.3525427998690676,-0.6434838680791165,-1.1255765706249443
ATL,-1.0633702607077273,-0.4146296205444772,-0.4866111353845114,-0.287427903413638,-0.8812268894346446,-0.28012708968887956,-0.20846750326242497,-10,-0.5254864790234243,-0.23144498706621808,-0.409339385283544,-0.8436004635544142,-0.386719607105252,-0.5259978770304579,-0.2991905779039042,-0.735215615714446,-0.5207482724126249
BAL,-0.45023300324997984,-0.7057317386430008,-0.35177832212463195,-1.11836043762638,-0.321650411746567,-0.7694527766813571,-0.6487604060277988,-0.9485951551922577,-0.6803722877509748,-10,-0.3955058837773905,-0.37757050399306513,-1.137191593467276,-1.0241271707825763,-0.38594828475838633,-0.9309225939174575,-0.1651031299576459
BUF,-1.0146745290223684,-0.6310371136099956,-1.276836343501792,-0.7973780282454722,-0.5086673583647642,-0.5856170771882562,-0.609702751700062,-0.9633739740811134,-0.3998509446047644,-0.6795950565253253,-10,-0.604239211404447,-0.7302313130241712,-0.37871951731105025,-0.5752374034592846,-1.4872607688162154,-0.4113828163147104
CAR,-0.5171060667715515,-1.0805314441933092,-0.3686588706818977,-10,-0.2702606701430295,-0.6551590567240344,-1.263678204666259,-0.4898549148675326,-0.3596397705574079,-1.062223373628341,-0.8102364346526505,-0.5120268314146666,-0.6495849310199578,-0.2990934537826344,-0.609285268634952,-0.6527772841402132,-1.020096874982214
CHI,-0.9957107386135413,-0.8027065251756194,-1.0358592584603206,-0.5862109339713227,-10,-0.9182672334569638,-1.1840155700259742,-0.49726589246997666,-1.10993606622208,-0.7361909071376568,-0.9975261051058014,-1.193742608310348,-0.7920511420107144,-0.7556796530219736,-0.5919459778706756,-0.9875807936294251,-1.5298262981001407
CIN,-0.6853750802189948,-0.6807190273315551,-1.1765564773067092,-1.3870572560757488,-0.4678375961862319,-0.8678885705147374,-1.261418388771102,-0.5115234039129981,-10,-0.8306262310376038,-1.11883332768901,-0.22676020275726558,-0.46860611334577545,-1.1565839913284084,-0.5010355409124846,-0.4304466222366991,-1.3662397489466982
CLE,-1.554875141354903,-2.1276611609665683,-0.8995616379659527,-1.5507563987173696,-1.2908081262435351,-1.331394461348213,-1.5716158896732393,-2.1852436453211252,-1.443527546394234,-1.5769046103136781,-10,-1.595100706177212,-1.2590092083404127,-1.352821330992795,-1.4848348888219278,-1.0504469704335808,-1.8826009996776791
DAL,-0.9069434111422224,-0.2739932269131993,-0.8901694095891489,-0.47002130439362705,-0.4789264533754703,-0.49493587326001387,-0.6627200232516313,-10,-0.4132256683236698,-1.274942530682755,-1.090908475691514,-0.36796509191327104,-0.6164640875378952,-0.7975155339433833,-0.4996407784335692,-0.36439834614134814,-0.5105361034753834
DEN,-0.7826502767141787,-0.5587361345625235,-1.2154923701506044,-0.8661443294679173,-0.8383566453696684,-0.7364151363182576,-1.0123761898057597,-1.3639995685542106,-0.41084303611622935,-10,-1.2548975795265918,-0.951716109181896,-0.9831627950716612,-0.9647441560428851,-0.2568809895163346,-0.9485118973050874,-0.7822640859488743
DET,-0.3416755056740166,-0.7252078697445025,-0.8893683059780728,-0.9807997951261357,-0.41246585329469426,-10,-0.6685942742816068,-0.5758566273826139,-1.18999383937577,-0.6518800097494716,-0.5883420369212321,-0.3610915556990983,-0.538736116890754,-0.7650578823652152,-0.8268415500768831,-0.7333893771643943,-0.7318948905760614
GB,-0.4611798910590136,-0.8993373250844722,-0.8968906605870148,-0.5987622246967276,-1.0847561359629485,-0.5182143696837546,-10,-1.1094520584009897,-1.625750183293101,-0.47409819677449294,-1.1685294114004805,-1.4064428861281164,-0.5495939269503205,-0.8939554303930607,-0.8057552855392125,-0.7700243581792138,-0.655845018021251
HOU,-1.9816131877814478,-1.269519803580696,-0.5572747518015267,-0.9296974663498082,-0.9661325573368278,-0.8136488370347036,-1.4357644946223116,-0.6571704471794704,-1.0879424289321578,-10,-1.1708018738173036,-0.7933823773888121,-0.33398462423921554,-0.5456282476280154,-1.0213615164661158,-1.9603470344380725,-0.9224460478845009
IND,-0.7009801599112344,-1.1341737804397627,-1.9145209618709997,-0.5019866267232986,-1.9356253971046762,-0.9874329083532298,-0.7841937495315325,-1.1085338871188124,-10,-0.8905346719591793,-0.7644143914477074,-0.6317382808442735,-1.395225181812121,-0.866257563224571,-0.9333061203799499,-0.534750205281114,-1.2313140140430063
JAX,-0.5397411614362307,-0.8515306687489769,-0.43800525578553523,-0.32326448002394464,-1.0257943839916221,-0.9406090352854012,-0.2717213198517437,-1.0664708904333555,-10,-0.5283724144266537,-0.6816565118689216,-0.7907380293149244,-0.2847227690565301,-0.7708492254174162,-0.39052756840703673,-0.6373798971311773,-0.5067430283369984
KC,-0.8117807182502071,-0.9850467137033824,-0.32473720775439846,-0.545710428511742,-0.44396410976702133,-1.195908717306905,-0.33303093670621586,-0.29522551237497013,-0.2693098237439984,-0.34635786198599283,-0.5822286898396792,-10,-0.5820932491600352,-0.44489708501777625,-0.46520770660422334,-0.8121763746942774,-0.3174975360689802
LAR,-0.6929937394285507,-0.4212855073279201,-0.5594909003054525,-0.7142934442560197,-0.9500283312639859,-0.6516739548537449,-0.7062582878446093,-0.40008896990420845,-1.0952751246188523,-0.5597958765827306,-0.8179214093313418,-10,-0.8758333886737594,-0.6342959498052616,-0.8534373899678422,-0.7454064214259047,-0.39584567244693797
LAC,-0.5871067837060963,-0.7593718779748264,-0.8474644014927436,-0.3684780391947085,-0.3604275241121331,-0.30667288176539903,-0.5618250212848527,-10,-0.8980531312958933,-0.6508305045121484,-0.33561966641477337,-0.39248174739349007,-1.0812974564284272,-0.37769268233094333,-0.9888739272831775,-0.501188651220079,-0.6113263280601207
