MIA,-0.6398755895074851,-0.8395238170586492,-0.5596165419748222,-1.727994580596266,-0.9844497668423204,-0.5095101230234348,-0.7183181388477954,-0.7304666985168102,-0.48385656021652224,-0.9740420115070247,-10,-0.7585752941965898,-0.6573892465964258,-1.1601414028218122,-1.5028320400751185,-0.7522090904044874,-1.0868809051100299
MIN,-0.27790384706474275,-0.5222897068822244,-0.3270028441392674,-0.6724388369390208,-1.0574282540539184,-0.29684796078393516,-0.43644226805751907,-0.4831185663928945,-0.36272627100717914,-10,-0.4601177169605583,-0.28105511270280376,-1.0736234343728857,-0.7159276640713312,-0.2516705295288069,-0.6544619640188688,-0.24407775473183294
NE,-0.14832216480831348,-0.5564528981579426,-0.5291852066799173,-0.19557738389732465,-0.15587513614651874,-0.36015098810587404,-0.3653514957281016,-0.480624943789024,-0.219106723715159,-0.46677876390248574,-10,-0.34574379077126277,-0.41819767060872354,-0.3760643613459357,-0.7215275119935829,-0.2561715833010608,-0.17850649647304237
NO,-0.3036506031162599,-0.1268288312719503,-0.9537486617719507,-0.4302297029376194,-0.30671001779502344,-10,-0.7395960236647465,-0.9593461576199783,-0.40713787569433973,-0.5723044823744647,-0.6853946995839667,-0.5623978347187886,-0.7762026011288967,-0.5595338630857111,-0.7846910489850922,-0.5505141428798951,-0.4471625001092892
NYG,-0.8744271430840024,-1.4285224481978909,-0.8504277915133283,-1.0508503330197765,-1.4404571581868586,-1.2981166371096602,-1.6703957373435534,-0.6783629738402086,-10,-1.1077857934647029,-0.672650300914537,-1.8911427793108115,-0.6031508199516475,-1.1156189209805243,-0.7498252265580124,-0.8814440070078922,-0.9167251695370098
NYJ,-1.2398720261329137,-0.5654862401167601,-0.5221358834832708,-1.2865663291899632,-0.566374557357982,-0.4660622671521249,-1.0393961240504093,-0.9369814379291558,-0.9581591384976983,-0.7068854907672231,-10,-1.2299533329167827,-1.1293666354896839,-1.1543501067760131,-0.4464501132500341,-0.6217605183583239,-1.811056193841627
OAK,-0.6933006452391339,-0.8484719365201264,-0.847296855002222,-0.23836822375784683,-1.195271161570022,-0.9502165585393552,-10,-0.4005409806639317,-0.9133323026545369,-0.737333986746972,-0.9594522268698913,-1.1568502763651078,-0.8180928744622807,-0.9007301255893387,-0.9311579469844407,-0.48990754403962544,-1.3018373165942905
PHI,-0.4235630870538371,-0.4212648167038472,-0.15947935586275955,-0.47606616544158653,-0.4267111452396727,-0.3188914622092389,-0.33213928497506967,-0.42193169718070556,-10,-0.32773634423242765,-0.7009602323772348,-0.16357744918732478,-0.2237660926492462,-0.5986495027161205,-0.5550357514481303,-0.15176466641485467,-0.42527913394253813
PIT,-0.23726244687107864,-0.46748166425826115,-0.5321456738105499,-0.3957353800279911,-0.5349037405867477,-0.544446301839327,-10,-0.11929079561423596,-0.7060873853756507,-0.424168478743145,-0.7047714210337974,-0.48788723639213216,-0.41423626391588464,-0.5213355284535043,-0.6655501141379605,-0.8595637004791563,-0.29445732504822303
SF,-1.4162161515027474,-0.6620825282023844,-1.2827175467555352,-1.176962235128423,-0.5550790199128122,-0.9053089783079793,-0.6802057521310184,-0.9432734299180947,-0.5128027835188302,-0.4009097213704021,-10,-0.8976560051856931,-1.177454554029249,-0.47978036125324863,-0.7240378479694964,-0.4659744770875896,-1.1181332919564113
SEA,-0.6110009336847493,-0.5944146603939908,-0.528626777705149,-0.7006825551812722,-0.4889500920875367,-0.4888314135523226,-10,-0.8260457376007022,-0.5231714685436848,-0.8470577926293462,-0.37225816133878237,-0.9144916215128692,-0.3682587729548583,-0.670874109823413,-0.6631822221181707,-0.5867908550094907,-0.39225080718375066
TB,-1.3398639992152046,-1.0677426023979912,-0.8851394346987008,-0.8129033779290429,-10,-1.409307934563731,-0.23282687846603314,-0.915244973737271,-1.19708886939496,-0.5282183529056569,-0.7140729893197922,-0.5234445328506515,-0.7386938746344452,-0.8474071039615907,-1.1388272208827461,-1.1861801782197623,-0.9015889620644116
TEN,-0.7494171091038544,-0.3298473416798076,-1.036546046266747,-0.9708059939523829,-0.9195368891449204,-0.6222536003993042,-0.8443597877001779,-10,-1.0832695432187358,-0.9862272473631988,-0.6266228467848602,-0.6020500707109883,-0.3904354991933443,-0.6210498606755627,-0.6395099577799195,-0.46871127632120657,-0.3451823141570951
WSH,-0.9361610448760069,-0.3881476196188266,-0.523971301146294,-10,-1.3312909957755956,-0.7326355822201499,-0.7245292819886086,-0.708153244127092,-0.8946947505568391,-0.8907560123988176,-0.3712349509813913,-1.1781145058733136,-1.6069516154480834,-0.39706903604434274,-1.129173897953224,-0.9829868929977149,-1.0601245015183105
